game_id,game_date,season,team_home,team_away,pts_home,fg_pct_home,pct_3p_home,ft_pct_home,ast_home,reb_home,pts_away,fg_pct_away,pct_3p_away,ft_pct_away,ast_away,reb_away,home_team_win
21400778,2015-02-09,2014-15,Milwaukee Bucks,Brooklyn Nets,103,0.416,0.389,0.880,25,44,97,0.500,0.360,0.632,25,38,1
21400779,2015-02-09,2014-15,Minnesota Timberwolves,Atlanta Hawks,105,0.452,0.313,0.727,24,50,117,0.512,0.476,0.950,26,36,0
21400780,2015-02-09,2014-15,New Orleans Pelicans,Utah Jazz,96,0.418,0.591,0.850,20,40,100,0.419,0.429,0.684,23,47,0
21400781,2015-02-09,2014-15,Dallas Mavericks,Los Angeles Clippers,98,0.407,0.294,0.733,19,47,115,0.446,0.333,0.828,21,53,0
21400782,2015-02-09,2014-15,Denver Nuggets,Oklahoma City Thunder,114,0.483,0.321,0.724,20,38,124,0.538,0.500,0.743,24,40,0
21400783,2015-02-10,2014-15,Charlotte Hornets,Detroit Pistons,78,0.358,0.375,0.786,21,38,106,0.446,0.263,0.900,21,48,0
21400784,2015-02-10,2014-15,Phoenix Suns,Houston Rockets,118,0.471,0.462,0.800,18,39,127,0.505,0.405,0.696,28,47,0
21400785,2015-02-10,2014-15,Chicago Bulls,Sacramento Kings,104,0.525,0.350,0.867,26,33,86,0.467,0.167,0.519,23,45,1
21400786,2015-02-10,2014-15,Memphis Grizzlies,Brooklyn Nets,95,0.444,0.316,0.680,24,45,86,0.432,0.250,0.765,14,46,1
21400787,2015-02-10,2014-15,Los Angeles Lakers,Denver Nuggets,96,0.435,0.333,0.593,23,43,106,0.544,0.250,0.696,25,35,0
21400788,2015-02-11,2014-15,Orlando Magic,New York Knicks,89,0.463,0.364,0.821,13,44,83,0.342,0.333,0.778,19,39,1
21400789,2015-02-11,2014-15,Boston Celtics,Atlanta Hawks,89,0.323,0.323,0.950,21,56,88,0.423,0.241,0.652,23,44,1
21400790,2015-02-11,2014-15,Detroit Pistons,San Antonio Spurs,87,0.407,0.429,0.706,17,36,104,0.477,0.370,0.909,26,45,0
21400791,2015-02-11,2014-15,Toronto Raptors,Washington Wizards,95,0.408,0.423,0.846,17,37,93,0.459,0.238,0.625,25,50,1
21400792,2015-02-11,2014-15,Milwaukee Bucks,Sacramento Kings,111,0.488,0.467,0.813,23,45,103,0.429,0.364,0.767,24,48,1
21400793,2015-02-11,2014-15,Minnesota Timberwolves,Golden State Warriors,91,0.384,0.357,0.741,18,50,94,0.444,0.259,0.778,26,49,0
21400794,2015-02-11,2014-15,New Orleans Pelicans,Indiana Pacers,93,0.459,0.467,0.720,22,32,106,0.533,0.450,0.944,28,37,0
21400795,2015-02-11,2014-15,Oklahoma City Thunder,Memphis Grizzlies,105,0.446,0.350,0.960,24,49,89,0.372,0.167,0.767,13,42,1
21400796,2015-02-11,2014-15,Cleveland Cavaliers,Miami Heat,113,0.564,0.400,0.789,32,43,93,0.405,0.375,0.800,21,36,1
21400797,2015-02-11,2014-15,Dallas Mavericks,Utah Jazz,87,0.373,0.357,0.808,18,38,82,0.375,0.379,0.524,19,52,1
21400798,2015-02-11,2014-15,Portland Trail Blazers,Los Angeles Lakers,102,0.407,0.333,0.957,27,52,86,0.366,0.438,1.000,17,48,1
21400799,2015-02-11,2014-15,Los Angeles Clippers,Houston Rockets,110,0.481,0.182,0.622,25,49,95,0.391,0.200,0.818,26,41,1
21400800,2015-02-12,2014-15,Chicago Bulls,Cleveland Cavaliers,113,0.457,0.391,0.769,29,47,98,0.435,0.258,0.727,20,43,1
21400801,2015-02-19,2014-15,Oklahoma City Thunder,Dallas Mavericks,104,0.418,0.318,0.808,20,62,89,0.363,0.333,0.824,16,39,1
21400802,2015-02-19,2014-15,Los Angeles Clippers,San Antonio Spurs,119,0.545,0.421,0.519,26,43,115,0.512,0.357,0.826,34,38,1
21400803,2015-02-20,2014-15,Orlando Magic,New Orleans Pelicans,95,0.500,0.222,0.500,22,42,84,0.420,0.263,0.750,21,40,1
21400804,2015-02-20,2014-15,Philadelphia 76ers,Indiana Pacers,95,0.405,0.320,0.655,18,47,106,0.482,0.364,0.818,24,44,0
21400805,2015-02-20,2014-15,Atlanta Hawks,Toronto Raptors,80,0.330,0.211,0.667,19,52,105,0.448,0.433,0.750,27,52,0
21400806,2015-02-20,2014-15,Detroit Pistons,Chicago Bulls,100,0.452,0.273,0.545,19,42,91,0.423,0.313,0.909,16,43,1
21400807,2015-02-20,2014-15,New York Knicks,Miami Heat,87,0.427,0.333,0.688,28,32,111,0.481,0.450,0.743,28,50,0
21400808,2015-02-20,2014-15,Minnesota Timberwolves,Phoenix Suns,111,0.465,0.267,0.711,24,51,109,0.449,0.412,0.710,23,48,1
21400809,2015-02-20,2014-15,Washington Wizards,Cleveland Cavaliers,89,0.442,0.063,0.750,22,43,127,0.511,0.424,0.750,28,42,0
21400810,2015-02-20,2014-15,Dallas Mavericks,Houston Rockets,111,0.473,0.375,0.778,26,50,100,0.414,0.324,0.615,20,47,1
21400811,2015-02-20,2014-15,Milwaukee Bucks,Denver Nuggets,89,0.423,0.333,0.818,22,46,81,0.357,0.269,0.667,18,45,1
21400812,2015-02-20,2014-15,Utah Jazz,Portland Trail Blazers,92,0.446,0.400,0.471,18,48,76,0.361,0.182,0.909,12,37,1
21400813,2015-02-20,2014-15,Sacramento Kings,Boston Celtics,109,0.482,0.364,0.808,26,57,101,0.400,0.273,0.577,24,40,1
21400814,2015-02-20,2014-15,Golden State Warriors,San Antonio Spurs,110,0.488,0.515,0.611,29,40,99,0.481,0.316,0.750,25,44,1
21400815,2015-02-20,2014-15,Los Angeles Lakers,Brooklyn Nets,105,0.461,0.174,0.655,22,46,114,0.472,0.476,0.833,29,46,0
21400816,2015-02-21,2014-15,Charlotte Hornets,Oklahoma City Thunder,103,0.430,0.292,0.800,28,41,110,0.442,0.278,0.808,21,59,0
21400817,2015-02-21,2014-15,Miami Heat,New Orleans Pelicans,91,0.418,0.294,0.741,15,45,105,0.422,0.381,0.871,22,41,0
21400818,2015-02-21,2014-15,Chicago Bulls,Phoenix Suns,112,0.483,0.500,0.875,27,47,107,0.534,0.400,0.375,25,36,1
21400819,2015-02-21,2014-15,Houston Rockets,Toronto Raptors,98,0.417,0.207,0.710,22,52,76,0.325,0.222,0.786,12,39,1
21400820,2015-02-21,2014-15,Los Angeles Clippers,Sacramento Kings,126,0.484,0.400,0.714,31,54,99,0.341,0.250,0.761,18,55,1
21400821,2015-02-22,2014-15,New York Knicks,Cleveland Cavaliers,83,0.374,0.158,0.857,16,50,101,0.506,0.364,0.600,22,47,0
21400822,2015-02-22,2014-15,Milwaukee Bucks,Atlanta Hawks,86,0.444,0.250,1.000,19,38,97,0.402,0.300,0.857,23,43,0
21400823,2015-02-22,2014-15,Detroit Pistons,Washington Wizards,106,0.416,0.406,0.760,22,51,89,0.435,0.353,0.643,28,43,1
21400824,2015-02-22,2014-15,Indiana Pacers,Golden State Warriors,104,0.481,0.421,0.783,20,46,98,0.382,0.346,0.955,19,45,1
21400825,2015-02-22,2014-15,Orlando Magic,Philadelphia 76ers,103,0.476,0.261,0.731,19,38,98,0.462,0.382,0.765,21,41,1
21400826,2015-02-22,2014-15,Oklahoma City Thunder,Denver Nuggets,119,0.522,0.400,0.652,31,60,94,0.361,0.259,0.850,19,42,1
21400827,2015-02-22,2014-15,Dallas Mavericks,Charlotte Hornets,92,0.462,0.278,0.789,20,49,81,0.367,0.316,0.692,20,47,1
21400828,2015-02-22,2014-15,Portland Trail Blazers,Memphis Grizzlies,92,0.402,0.394,0.813,24,46,98,0.472,0.333,0.846,20,44,0
21400829,2015-02-22,2014-15,Los Angeles Lakers,Boston Celtics,118,0.512,0.389,0.658,22,46,111,0.429,0.242,0.704,27,48,1
21400830,2015-02-23,2014-15,Miami Heat,Philadelphia 76ers,119,0.554,0.524,0.727,27,45,108,0.476,0.419,0.536,27,33,1
21400831,2015-02-23,2014-15,Chicago Bulls,Milwaukee Bucks,87,0.355,0.308,0.781,20,62,71,0.337,0.222,0.538,16,41,1
21400832,2015-02-23,2014-15,Houston Rockets,Minnesota Timberwolves,113,0.415,0.316,0.676,23,56,102,0.333,0.278,0.897,17,58,1
21400833,2015-02-23,2014-15,New Orleans Pelicans,Toronto Raptors,100,0.513,0.455,0.625,27,48,97,0.417,0.217,0.710,13,40,1
21400834,2015-02-23,2014-15,Denver Nuggets,Brooklyn Nets,82,0.330,0.259,0.591,18,49,110,0.467,0.190,0.870,21,57,0
21400835,2015-02-23,2014-15,Phoenix Suns,Boston Celtics,110,0.454,0.281,0.813,25,50,115,0.438,0.483,0.767,26,42,0
21400836,2015-02-23,2014-15,Utah Jazz,San Antonio Spurs,90,0.410,0.267,0.783,14,49,81,0.405,0.263,0.571,17,44,1
21400837,2015-02-23,2014-15,Los Angeles Clippers,Memphis Grizzlies,87,0.443,0.333,0.667,21,40,90,0.407,0.333,0.731,22,42,0
21400838,2015-02-24,2014-15,Washington Wizards,Golden State Warriors,107,0.532,0.278,0.857,23,45,114,0.500,0.522,0.706,27,29,0
21400839,2015-02-24,2014-15,Detroit Pistons,Cleveland Cavaliers,93,0.402,0.375,0.600,16,46,102,0.442,0.378,0.833,22,40,0
21400840,2015-02-24,2014-15,Oklahoma City Thunder,Indiana Pacers,105,0.417,0.375,0.889,23,57,92,0.432,0.346,0.636,26,48,1
21400841,2015-02-24,2014-15,Dallas Mavericks,Toronto Raptors,99,0.481,0.421,0.833,17,40,92,0.452,0.346,0.636,17,37,1
21400842,2015-02-25,2014-15,Orlando Magic,Miami Heat,90,0.423,0.273,0.581,17,50,93,0.381,0.194,0.719,17,42,0
21400843,2015-02-25,2014-15,Atlanta Hawks,Dallas Mavericks,104,0.459,0.371,0.813,28,41,87,0.425,0.161,0.778,20,44,1
21400844,2015-02-25,2014-15,Boston Celtics,New York Knicks,115,0.506,0.452,0.850,29,46,94,0.415,0.095,0.774,19,41,1
21400845,2015-02-25,2014-15,Chicago Bulls,Charlotte Hornets,86,0.442,0.176,0.652,24,43,98,0.464,0.286,0.762,16,45,0
21400846,2015-02-25,2014-15,Houston Rockets,Los Angeles Clippers,110,0.409,0.386,0.700,27,46,105,0.440,0.344,0.737,18,49,1
21400847,2015-02-25,2014-15,Milwaukee Bucks,Philadelphia 76ers,104,0.537,0.333,0.688,32,43,88,0.413,0.440,0.789,21,38,1
21400848,2015-02-25,2014-15,Minnesota Timberwolves,Washington Wizards,97,0.432,0.308,0.821,17,53,77,0.379,0.222,0.875,21,43,1
21400849,2015-02-25,2014-15,New Orleans Pelicans,Brooklyn Nets,102,0.514,0.440,0.789,26,43,96,0.424,0.333,0.733,13,37,1
21400850,2015-02-25,2014-15,Denver Nuggets,Phoenix Suns,96,0.383,0.353,0.667,22,40,110,0.429,0.333,0.750,19,65,0
21400851,2015-02-25,2014-15,Utah Jazz,Los Angeles Lakers,97,0.466,0.583,0.647,18,47,100,0.449,0.182,0.857,17,42,0
21400852,2015-02-25,2014-15,Sacramento Kings,Memphis Grizzlies,102,0.488,0.375,0.720,24,47,90,0.405,0.250,0.783,22,38,1
21400853,2015-02-25,2014-15,Portland Trail Blazers,San Antonio Spurs,111,0.506,0.500,0.800,25,45,95,0.435,0.381,0.929,20,37,1
21400854,2015-02-26,2014-15,Cleveland Cavaliers,Golden State Warriors,110,0.468,0.321,0.829,15,51,99,0.424,0.379,0.526,32,44,1
21400855,2015-02-26,2014-15,Phoenix Suns,Oklahoma City Thunder,117,0.495,0.346,0.571,21,52,113,0.386,0.333,0.900,17,50,1
21400856,2015-02-27,2014-15,Indiana Pacers,Cleveland Cavaliers,93,0.425,0.353,0.655,23,48,86,0.359,0.310,0.786,20,49,1
21400857,2015-02-27,2014-15,Philadelphia 76ers,Washington Wizards,89,0.350,0.364,0.618,21,53,81,0.323,0.235,0.773,20,51,1
21400858,2015-02-27,2014-15,Atlanta Hawks,Orlando Magic,95,0.444,0.452,0.750,27,42,88,0.450,0.346,0.538,22,40,1
21400859,2015-02-27,2014-15,Boston Celtics,Charlotte Hornets,106,0.417,0.400,0.800,24,47,98,0.451,0.476,0.824,19,48,1
21400860,2015-02-27,2014-15,Detroit Pistons,New York Knicks,115,0.402,0.258,0.725,22,54,121,0.413,0.333,0.962,28,58,0
21400861,2015-02-27,2014-15,Toronto Raptors,Golden State Warriors,89,0.403,0.182,0.821,15,42,113,0.483,0.464,0.842,31,47,0
21400862,2015-02-27,2014-15,Chicago Bulls,Minnesota Timberwolves,96,0.385,0.290,0.813,24,53,89,0.429,0.143,0.677,17,45,1
21400863,2015-02-27,2014-15,Houston Rockets,Brooklyn Nets,102,0.464,0.281,0.882,26,41,98,0.447,0.235,0.900,17,44,1
21400864,2015-02-27,2014-15,Memphis Grizzlies,Los Angeles Clippers,79,0.379,0.250,0.667,19,41,97,0.462,0.346,0.571,20,47,0
21400865,2015-02-27,2014-15,New Orleans Pelicans,Miami Heat,104,0.513,0.375,0.741,26,37,102,0.488,0.381,0.750,21,31,1
21400866,2015-02-27,2014-15,Denver Nuggets,Utah Jazz,82,0.333,0.250,0.621,22,36,104,0.574,0.429,0.810,24,43,0
21400867,2015-02-27,2014-15,Sacramento Kings,San Antonio Spurs,96,0.481,0.250,0.826,15,47,107,0.398,0.348,0.906,18,42,0
21400868,2015-02-27,2014-15,Los Angeles Lakers,Milwaukee Bucks,101,0.471,0.333,0.682,23,50,93,0.391,0.235,0.724,18,49,1
21400869,2015-02-27,2014-15,Portland Trail Blazers,Oklahoma City Thunder,115,0.438,0.385,0.871,20,43,112,0.479,0.286,0.818,24,47,1
21400870,2015-02-28,2014-15,Washington Wizards,Detroit Pistons,99,0.474,0.350,0.720,21,43,95,0.481,0.308,0.524,18,40,1
21400871,2015-02-28,2014-15,Miami Heat,Atlanta Hawks,91,0.395,0.269,0.952,17,47,93,0.430,0.400,0.750,23,37,0
21400872,2015-02-28,2014-15,New York Knicks,Toronto Raptors,103,0.440,0.368,0.789,21,44,98,0.420,0.276,0.786,16,40,1
21400873,2015-02-28,2014-15,Minnesota Timberwolves,Memphis Grizzlies,97,0.386,0.368,0.815,22,35,101,0.594,0.364,0.724,21,43,0
21400874,2015-02-28,2014-15,Dallas Mavericks,Brooklyn Nets,94,0.427,0.321,0.833,23,37,104,0.519,0.435,0.609,20,48,0
21400875,2015-02-28,2014-15,Phoenix Suns,San Antonio Spurs,74,0.298,0.313,0.792,13,42,101,0.446,0.211,0.882,18,56,0
21400876,2015-02-28,2014-15,Utah Jazz,Milwaukee Bucks,82,0.382,0.273,0.783,18,46,75,0.392,0.333,0.857,18,39,1
21400877,2015-03-01,2014-15,Chicago Bulls,Los Angeles Clippers,86,0.310,0.385,0.733,18,51,96,0.437,0.259,0.542,15,55,0
21400878,2015-03-01,2014-15,Los Angeles Lakers,Oklahoma City Thunder,101,0.444,0.360,0.667,25,49,108,0.412,0.344,0.739,21,55,0
21400879,2015-03-01,2014-15,Sacramento Kings,Portland Trail Blazers,99,0.453,0.250,0.783,24,33,110,0.494,0.417,0.900,19,43,0
21400880,2015-03-01,2014-15,Boston Celtics,Golden State Warriors,101,0.367,0.258,0.765,21,60,106,0.421,0.353,0.824,19,55,0
21400881,2015-03-01,2014-15,Indiana Pacers,Philadelphia 76ers,94,0.409,0.167,0.760,17,53,74,0.345,0.208,0.647,10,47,1
21400882,2015-03-01,2014-15,Orlando Magic,Charlotte Hornets,83,0.365,0.400,0.750,16,44,98,0.500,0.444,0.714,22,47,0
21400883,2015-03-01,2014-15,Houston Rockets,Cleveland Cavaliers,105,0.459,0.367,0.788,21,36,103,0.408,0.300,0.524,19,53,1
21400884,2015-03-01,2014-15,Denver Nuggets,New Orleans Pelicans,92,0.402,0.273,0.529,17,44,99,0.486,0.227,0.733,22,44,0
21400885,2015-03-02,2014-15,Philadelphia 76ers,Toronto Raptors,103,0.526,0.400,0.684,32,36,114,0.513,0.407,0.875,24,36,0
21400886,2015-03-02,2014-15,Brooklyn Nets,Golden State Warriors,110,0.494,0.476,0.750,20,38,108,0.467,0.367,0.722,26,50,1
21400887,2015-03-02,2014-15,Miami Heat,Phoenix Suns,115,0.524,0.500,0.733,19,45,98,0.423,0.226,0.658,17,43,1
21400888,2015-03-02,2014-15,Minnesota Timberwolves,Los Angeles Clippers,105,0.439,0.267,0.829,25,47,110,0.478,0.364,0.526,24,43,0
21400889,2015-03-02,2014-15,Dallas Mavericks,New Orleans Pelicans,102,0.481,0.375,0.909,11,38,93,0.473,0.476,0.813,19,37,1
21400890,2015-03-03,2014-15,Charlotte Hornets,Los Angeles Lakers,104,0.494,0.385,0.677,30,42,103,0.453,0.353,0.905,24,41,1
21400891,2015-03-03,2014-15,Cleveland Cavaliers,Boston Celtics,110,0.483,0.357,1.000,28,52,79,0.352,0.250,0.769,23,42,1
21400892,2015-03-03,2014-15,Atlanta Hawks,Houston Rockets,104,0.453,0.276,0.857,23,49,96,0.433,0.341,0.444,30,41,1
21400893,2015-03-03,2014-15,Chicago Bulls,Washington Wizards,97,0.423,0.310,0.733,20,47,92,0.417,0.364,0.737,23,39,1
21400894,2015-03-03,2014-15,Memphis Grizzlies,Utah Jazz,82,0.402,0.273,0.684,15,37,93,0.450,0.200,0.842,22,55,0
21400895,2015-03-03,2014-15,Denver Nuggets,Milwaukee Bucks,106,0.453,0.353,0.800,26,43,95,0.407,0.417,0.682,21,41,1
21400896,2015-03-04,2014-15,Indiana Pacers,New York Knicks,105,0.475,0.455,0.792,21,40,82,0.395,0.375,0.696,16,45,1
21400897,2015-03-04,2014-15,Orlando Magic,Phoenix Suns,100,0.471,0.250,0.867,21,42,105,0.468,0.381,0.852,22,34,0
21400898,2015-03-04,2014-15,Boston Celtics,Utah Jazz,85,0.375,0.296,0.550,21,39,84,0.453,0.158,0.619,21,51,1
21400899,2015-03-04,2014-15,Brooklyn Nets,Charlotte Hornets,91,0.398,0.188,0.750,15,38,115,0.494,0.421,0.821,24,49,0
21400900,2015-03-04,2014-15,Toronto Raptors,Cleveland Cavaliers,112,0.544,0.476,0.941,24,34,120,0.513,0.417,0.735,27,35,0
21400901,2015-03-04,2014-15,Houston Rockets,Memphis Grizzlies,100,0.488,0.393,1.000,24,40,102,0.506,0.250,0.824,27,38,0
21400902,2015-03-04,2014-15,Minnesota Timberwolves,Denver Nuggets,85,0.390,0.167,0.720,18,43,100,0.457,0.400,0.800,27,51,0
21400903,2015-03-04,2014-15,New Orleans Pelicans,Detroit Pistons,88,0.411,0.167,0.750,18,46,85,0.409,0.143,0.778,25,52,1
21400904,2015-03-04,2014-15,Oklahoma City Thunder,Philadelphia 76ers,123,0.458,0.333,0.824,19,54,118,0.354,0.429,0.795,20,58,1
21400905,2015-03-04,2014-15,Miami Heat,Los Angeles Lakers,100,0.405,0.188,0.767,16,55,94,0.432,0.389,0.647,23,42,1
21400906,2015-03-04,2014-15,San Antonio Spurs,Sacramento Kings,112,0.529,0.435,0.750,23,44,85,0.372,0.333,0.706,15,35,1
21400907,2015-03-04,2014-15,Golden State Warriors,Milwaukee Bucks,102,0.507,0.412,0.560,30,34,93,0.425,0.357,0.800,17,47,1
21400908,2015-03-04,2014-15,Los Angeles Clippers,Portland Trail Blazers,93,0.385,0.355,0.444,25,51,98,0.391,0.250,0.759,19,61,0
21400909,2015-03-05,2014-15,Chicago Bulls,Oklahoma City Thunder,108,0.460,0.280,0.808,26,48,105,0.466,0.400,0.789,20,41,1
21400910,2015-03-05,2014-15,Portland Trail Blazers,Dallas Mavericks,94,0.415,0.318,0.905,20,56,75,0.375,0.125,0.875,17,41,1
21400911,2015-03-06,2014-15,Charlotte Hornets,Toronto Raptors,103,0.471,0.250,0.900,26,56,94,0.407,0.318,0.867,21,32,1
21400912,2015-03-06,2014-15,Indiana Pacers,Chicago Bulls,98,0.425,0.300,0.727,23,51,84,0.360,0.217,0.895,20,44,1
21400913,2015-03-06,2014-15,Orlando Magic,Sacramento Kings,119,0.565,0.542,0.833,29,37,114,0.447,0.370,0.737,18,43,1
21400914,2015-03-06,2014-15,Philadelphia 76ers,Utah Jazz,83,0.364,0.313,0.500,22,43,89,0.380,0.500,0.707,17,49,0
21400915,2015-03-06,2014-15,Atlanta Hawks,Cleveland Cavaliers,106,0.512,0.286,0.824,27,38,97,0.420,0.342,0.788,18,37,1
21400916,2015-03-06,2014-15,Brooklyn Nets,Phoenix Suns,100,0.351,0.364,0.828,21,57,108,0.429,0.115,0.771,19,51,0
21400917,2015-03-06,2014-15,Houston Rockets,Detroit Pistons,103,0.418,0.214,0.840,23,55,93,0.363,0.207,0.765,20,50,1
21400918,2015-03-06,2014-15,Memphis Grizzlies,Los Angeles Lakers,97,0.442,0.091,0.848,18,42,90,0.464,0.417,0.778,22,44,1
21400919,2015-03-06,2014-15,New Orleans Pelicans,Boston Celtics,98,0.475,0.381,0.933,22,45,104,0.456,0.435,0.880,19,37,0
21400920,2015-03-06,2014-15,Washington Wizards,Miami Heat,99,0.463,0.304,0.889,24,43,97,0.468,0.370,0.684,18,37,1
21400921,2015-03-06,2014-15,San Antonio Spurs,Denver Nuggets,120,0.544,0.375,0.758,24,36,111,0.523,0.353,0.652,21,38,1
21400922,2015-03-06,2014-15,Golden State Warriors,Dallas Mavericks,104,0.469,0.478,0.895,28,51,89,0.368,0.300,0.731,17,34,1
21400923,2015-03-07,2014-15,New Orleans Pelicans,Memphis Grizzlies,95,0.475,0.348,0.846,24,41,89,0.432,0.375,0.655,26,39,1
21400924,2015-03-07,2014-15,Cleveland Cavaliers,Phoenix Suns,89,0.413,0.400,0.826,22,46,79,0.357,0.360,0.714,20,43,1
21400925,2015-03-07,2014-15,Miami Heat,Sacramento Kings,114,0.513,0.292,0.758,23,34,109,0.455,0.400,0.792,26,46,1
21400926,2015-03-07,2014-15,New York Knicks,Indiana Pacers,86,0.385,0.200,0.767,13,41,92,0.380,0.389,0.833,16,45,0
21400927,2015-03-07,2014-15,Philadelphia 76ers,Atlanta Hawks,92,0.368,0.351,0.529,24,55,84,0.390,0.440,0.813,20,42,1
21400928,2015-03-07,2014-15,Minnesota Timberwolves,Portland Trail Blazers,121,0.541,0.571,0.806,26,45,113,0.489,0.519,0.765,18,36,1
21400929,2015-03-07,2014-15,Milwaukee Bucks,Washington Wizards,91,0.462,0.500,0.600,25,44,85,0.383,0.321,0.636,19,49,1
21400930,2015-03-07,2014-15,Denver Nuggets,Houston Rockets,100,0.413,0.300,0.789,23,44,114,0.465,0.357,0.750,25,48,0
21400931,2015-03-08,2014-15,San Antonio Spurs,Chicago Bulls,116,0.489,0.409,0.792,14,35,105,0.507,0.333,0.897,20,44,1
21400932,2015-03-08,2014-15,Golden State Warriors,Los Angeles Clippers,106,0.500,0.455,0.696,23,37,98,0.482,0.320,0.714,25,39,1
21400933,2015-03-08,2014-15,Brooklyn Nets,Utah Jazz,88,0.500,0.533,0.364,21,30,95,0.472,0.455,0.810,24,43,0
21400934,2015-03-08,2014-15,Detroit Pistons,Charlotte Hornets,101,0.438,0.214,0.800,21,42,108,0.519,0.353,0.870,32,39,0
21400935,2015-03-08,2014-15,Orlando Magic,Boston Celtics,103,0.437,0.318,0.667,20,56,98,0.393,0.441,0.813,24,48,1
21400936,2015-03-08,2014-15,Oklahoma City Thunder,Toronto Raptors,108,0.512,0.286,0.720,30,49,104,0.429,0.407,1.000,24,33,1
21400937,2015-03-08,2014-15,Los Angeles Lakers,Dallas Mavericks,93,0.463,0.143,0.714,23,47,100,0.487,0.346,0.682,21,33,0
21400938,2015-03-09,2014-15,Charlotte Hornets,Washington Wizards,69,0.325,0.182,0.750,13,37,95,0.518,0.143,1.000,21,49,0
21400939,2015-03-09,2014-15,Atlanta Hawks,Sacramento Kings,130,0.602,0.556,0.571,42,33,105,0.481,0.400,0.950,21,40,1
21400940,2015-03-09,2014-15,Miami Heat,Boston Celtics,90,0.420,0.235,0.824,15,32,100,0.448,0.240,0.941,17,43,0
21400941,2015-03-09,2014-15,Chicago Bulls,Memphis Grizzlies,91,0.438,0.455,0.786,18,44,101,0.500,0.357,0.706,25,40,0
21400942,2015-03-09,2014-15,Milwaukee Bucks,New Orleans Pelicans,103,0.521,0.267,0.806,20,25,114,0.587,0.600,0.810,26,34,0
21400943,2015-03-09,2014-15,Denver Nuggets,New York Knicks,106,0.437,0.333,0.759,21,48,78,0.387,0.385,0.600,21,45,1
21400944,2015-03-09,2014-15,Phoenix Suns,Golden State Warriors,80,0.377,0.364,0.783,13,37,98,0.422,0.419,0.789,17,48,0
21400945,2015-03-09,2014-15,Los Angeles Clippers,Minnesota Timberwolves,89,0.443,0.355,0.533,30,42,76,0.373,0.250,0.571,25,50,1
21400946,2015-03-10,2014-15,Indiana Pacers,Orlando Magic,118,0.529,0.500,0.917,37,49,86,0.370,0.235,0.700,15,45,1
21400947,2015-03-10,2014-15,Brooklyn Nets,New Orleans Pelicans,91,0.417,0.375,0.652,19,41,111,0.517,0.571,0.818,31,41,0
21400948,2015-03-10,2014-15,Dallas Mavericks,Cleveland Cavaliers,94,0.407,0.250,0.697,18,42,127,0.506,0.469,0.828,25,50,0
21400949,2015-03-10,2014-15,San Antonio Spurs,Toronto Raptors,117,0.482,0.611,0.800,24,45,107,0.443,0.308,0.722,19,46,1
21400950,2015-03-10,2014-15,Utah Jazz,New York Knicks,87,0.429,0.333,0.724,16,40,82,0.392,0.385,0.882,17,38,1
21400951,2015-03-10,2014-15,Los Angeles Lakers,Detroit Pistons,93,0.427,0.231,0.867,23,46,85,0.381,0.229,0.684,20,42,1
21400952,2015-03-11,2014-15,Charlotte Hornets,Sacramento Kings,106,0.452,0.333,0.615,28,44,113,0.471,0.400,0.833,25,43,0
21400953,2015-03-11,2014-15,Philadelphia 76ers,Chicago Bulls,95,0.346,0.268,0.480,16,55,104,0.460,0.417,0.700,24,58,0
21400954,2015-03-11,2014-15,Boston Celtics,Memphis Grizzlies,95,0.435,0.296,0.765,28,36,92,0.474,0.417,1.000,21,41,1
21400955,2015-03-11,2014-15,Miami Heat,Brooklyn Nets,104,0.457,0.286,0.632,23,39,98,0.438,0.353,0.718,15,44,1
21400956,2015-03-11,2014-15,Milwaukee Bucks,Orlando Magic,97,0.494,0.444,0.688,30,51,91,0.400,0.556,1.000,21,33,1
21400957,2015-03-11,2014-15,Oklahoma City Thunder,Los Angeles Clippers,108,0.434,0.480,0.833,19,39,120,0.461,0.500,0.745,22,38,0
21400958,2015-03-11,2014-15,Denver Nuggets,Atlanta Hawks,115,0.500,0.419,0.900,28,44,102,0.420,0.333,0.926,18,32,1
21400959,2015-03-11,2014-15,Phoenix Suns,Minnesota Timberwolves,106,0.500,0.250,0.769,25,45,97,0.444,0.077,0.923,19,34,1
21400960,2015-03-11,2014-15,Golden State Warriors,Detroit Pistons,105,0.524,0.350,0.769,29,42,98,0.429,0.333,0.833,18,49,1
21400961,2015-03-11,2014-15,Portland Trail Blazers,Houston Rockets,105,0.457,0.303,0.786,25,60,100,0.418,0.355,0.565,21,40,1
21400962,2015-03-12,2014-15,Indiana Pacers,Milwaukee Bucks,109,0.494,0.409,0.786,24,48,103,0.385,0.286,0.806,17,48,1
21400963,2015-03-12,2014-15,Washington Wizards,Memphis Grizzlies,107,0.500,0.294,0.710,25,42,87,0.388,0.158,0.733,18,41,1
21400964,2015-03-12,2014-15,San Antonio Spurs,Cleveland Cavaliers,125,0.563,0.308,0.704,28,41,128,0.484,0.538,0.867,19,37,0
21400965,2015-03-12,2014-15,Utah Jazz,Houston Rockets,109,0.478,0.333,0.588,23,57,91,0.430,0.219,0.667,19,37,1
21400966,2015-03-12,2014-15,Los Angeles Lakers,New York Knicks,94,0.422,0.278,0.619,18,51,101,0.468,0.500,0.769,27,33,0
